"rules","support","confidence","coverage","lift","count","count_in_lineage","success_rate"
"{ORF1b.K2367R} => {ORF8.C25Y}",0.0110187787689926,0.967799642218247,0.0113853924803454,8.34730379159095,2164,2236,0.967799642218247
"{ORF1a.S2048F} => {S.D80Y}",0.0111919019104648,0.954821894005213,0.0117214550490855,45.4482262257566,2198,2302,0.954821894005213
"{ORF1a.S2048F} => {S.G142D}",0.0109169416269502,0.93136403127715,0.0117214550490855,1.2906789880649,2144,2302,0.93136403127715
"{ORF1a.P1977L} => {ORF1a.S2695N}",0.0104484907735549,0.986538461538462,0.0105910627724144,19.028507320611,2052,2080,0.986538461538462
"{ORF1a.P1977L} => {ORF8.P36S}",0.0103873884883295,0.980769230769231,0.0105910627724144,10.2509436279527,2040,2080,0.980769230769231
"{S.D80Y} => {S.G142D}",0.0183306855676402,0.872515753756665,0.0210090024033566,1.20912737910342,3600,4126,0.872515753756665
"{ORF1a.A2355S} => {S.G142D}",0.0196189254144772,0.993041237113402,0.0197564055562345,1.3761509098292,3853,3880,0.993041237113402
"{ORF1a.S2695N} => {ORF8.P36S}",0.0513717463033117,0.990866234531526,0.0518452890138091,10.3564769309268,10089,10182,0.990866234531526
"{ORF3a.P104S} => {N.A208S}",0.138860035031977,0.981889536977029,0.141421239154344,6.94651476750694,27271,27774,0.981889536977029
"{N.A208S} => {ORF3a.P104S}",0.138860035031977,0.982384726224784,0.141349953154915,6.94651476750694,27271,27760,0.982384726224784
"{ORF1b.K2367R,S.G142D} => {ORF8.C25Y}",0.00796875636482138,0.966646077825818,0.00824371664833598,8.33735426071006,1565,1619,0.966646077825818
"{ORF1a.S2048F,S.D80Y} => {S.G142D}",0.0106572569147419,0.952229299363057,0.0111919019104648,1.31959395814582,2093,2198,0.952229299363057
"{ORF1a.S2048F,S.G142D} => {S.D80Y}",0.0106572569147419,0.976212686567164,0.0109169416269502,46.4663989191223,2093,2144,0.976212686567164
"{ORF1a.P1977L,ORF1a.S2695N} => {ORF8.P36S}",0.0103822966312273,0.993664717348928,0.0104484907735549,10.3857265124849,2039,2052,0.993664717348928
"{ORF1a.P1977L,ORF8.P36S} => {ORF1a.S2695N}",0.0103822966312273,0.999509803921569,0.0103873884883295,19.2787005904306,2039,2040,0.999509803921569
"{ORF1a.P1977L,S.G142D} => {ORF1a.S2695N}",0.00805022607845533,0.989981214777708,0.00813169579208929,19.0949116806741,1581,1597,0.989981214777708
"{ORF1a.P1977L,S.G142D} => {ORF8.P36S}",0.00799930750743411,0.983719474013776,0.00813169579208929,10.2817794007724,1571,1597,0.983719474013776
"{ORF3a.P42L,ORF8.P36S} => {S.G142D}",0.0100309584911809,0.823234433765148,0.0121848140453786,1.14083360558295,1970,2393,0.823234433765148
"{ORF3a.P42L,S.G142D} => {ORF8.P36S}",0.0100309584911809,0.80375356997144,0.0124801417573017,8.40078611569085,1970,2451,0.80375356997144
"{ORF1a.A2355S,ORF3a.P104S} => {N.A208S}",0.00549920567029207,0.993560257589696,0.00553484867000693,7.02908091169149,1080,1087,0.993560257589696
"{N.A208S,ORF1a.A2355S} => {ORF3a.P104S}",0.00549920567029207,1,0.00549920567029207,7.07107366601858,1080,1080,1
"{ORF1a.A2355S,ORF3a.P104S} => {S.G142D}",0.0055297568129048,0.999080036798528,0.00553484867000693,1.38451944415626,1086,1087,0.999080036798528
"{N.A208S,ORF1a.A2355S} => {S.G142D}",0.00549411381318995,0.999074074074074,0.00549920567029207,1.38451118104655,1079,1080,0.999074074074074
"{ORF1a.S2695N,S.G142D} => {ORF8.P36S}",0.0369414232758972,0.989768076398363,0.0373233125585564,10.3449990452383,7255,7330,0.989768076398363
"{ORF1a.G519S,ORF3a.P104S} => {N.A208S}",0.0231373986720437,0.992790037142233,0.0233054299564137,7.02363187948262,4544,4577,0.992790037142233
"{N.A208S,ORF1a.G519S} => {ORF3a.P104S}",0.0231373986720437,0.997585071350165,0.023193409100167,7.05399752763741,4544,4555,0.997585071350165
"{ORF3a.P104S,S.G142D} => {N.A208S}",0.104159028881013,0.97978733595172,0.106307792578109,6.9316424525299,20456,20878,0.97978733595172
"{N.A208S,S.G142D} => {ORF3a.P104S}",0.104159028881013,0.981620999088248,0.106109210151126,6.94111439666376,20456,20839,0.981620999088248
"{ORF1a.P1977L,ORF1a.S2695N,S.G142D} => {ORF8.P36S}",0.00799421565033199,0.993042378241619,0.00805022607845533,10.3792218599057,1570,1581,0.993042378241619
"{ORF1a.P1977L,ORF8.P36S,S.G142D} => {ORF1a.S2695N}",0.00799421565033199,0.999363462762572,0.00799930750743411,19.2758779393898,1570,1571,0.999363462762572
"{N.A208S,ORF1a.A2355S,ORF3a.P104S} => {S.G142D}",0.00549411381318995,0.999074074074074,0.00549920567029207,1.38451118104655,1079,1080,0.999074074074074
"{ORF1a.A2355S,ORF3a.P104S,S.G142D} => {N.A208S}",0.00549411381318995,0.993554327808471,0.0055297568129048,7.02903896062541,1079,1086,0.993554327808471
"{N.A208S,ORF1a.A2355S,S.G142D} => {ORF3a.P104S}",0.00549411381318995,1,0.00549411381318995,7.07107366601858,1079,1079,1
"{ORF1a.G519S,ORF3a.P104S,S.G142D} => {N.A208S}",0.0164314228685486,0.991093366093366,0.0165790867245102,7.01162854300462,3227,3256,0.991093366093366
"{N.A208S,ORF1a.G519S,S.G142D} => {ORF3a.P104S}",0.0164314228685486,0.997527047913447,0.0164721577253656,7.05358723964203,3227,3235,0.997527047913447
"{ORF1a.L3606F} => {N.G204R}",0.00927790822267825,0.894093686354379,0.0103768859620388,0.983150658580736,4390,0,0
"{ORF3a.G100C} => {N.G204R}",0.014996819304812,0.990231649455763,0.0151447586158798,1.08886452635574,7096,0,0
"{ORF1a.K3353R} => {N.G204R}",0.0152187282714137,0.925102774922919,0.0164508513907352,1.01724843414211,7201,0,0
"{ORF3a.W131C} => {N.G204R}",0.0303951881682366,0.995294117647059,0.0305389006418453,1.09443124605445,14382,0,0
"{S.L5F} => {N.G204R}",0.0252532403992671,0.943391757460919,0.0267685616283469,1.03735910654862,11949,0,0
"{ORF1b.P218L} => {N.G204R}",0.16414923272333,0.991586768629754,0.165541975666097,1.090354623343,77670,0,0
"{ORF1a.G519S} => {S.T95I}",0.00876125757176961,0.929505955867995,0.00942571429097314,1.02465768486704,4760,0,0
"{S.L5F} => {S.T95I}",0.0115221580670752,0.928645601542798,0.0124074868259031,1.02370925773169,6260,0,0
"{ORF1a.L3606F} => {S.T95I}",0.027143333069514,0.914315828631657,0.0296870427258555,1.00791257365118,14747,0,0
"{S.G142D} => {S.T95I}",0.819024813133051,0.996915004682382,0.821559319787742,1.0989672677817,444977,0,0
"{ORF7a.V82A} => {S.T95I}",0.851989965047,0.904970537288805,0.941456025297211,0.997610622887629,462887,0,0
"{ORF1a.G519S,S.G142D} => {S.T95I}",0.00817410606643463,0.989748161355026,0.008258773681624,1.09106676854847,4441,0,0
"{ORF1a.G519S,ORF7a.V82A} => {S.T95I}",0.00853118253049415,0.928857715430862,0.00918459564771646,1.02394308530869,4635,0,0
"{S.G142D,S.L5F} => {S.T95I}",0.0104490880745664,0.996314496314496,0.0104877406815007,1.09830528653231,5677,0,0
"{ORF7a.V82A,S.L5F} => {S.T95I}",0.0111908500076385,0.927394752898109,0.0120669757648155,1.02233036212774,6080,0,0
"{ORF1a.L3606F,S.G142D} => {S.T95I}",0.0248867570646842,0.998301831069108,0.0249290908722789,1.10049606090644,13521,0,0
"{ORF1a.L3606F,ORF7a.V82A} => {S.T95I}",0.0258714782413432,0.91249026226954,0.0283526074864578,1.00590012758736,14056,0,0
"{ORF7a.V82A,S.G142D} => {S.T95I}",0.767423582875791,0.996803568909747,0.769884465517273,1.0988444245443,416942,0,0
"{ORF1a.G519S,ORF7a.V82A,S.G142D} => {S.T95I}",0.007960596428131,0.989476092427362,0.00804526404332037,1.09076684845029,4325,0,0
"{ORF7a.V82A,S.G142D,S.L5F} => {S.T95I}",0.0101417078194224,0.996203218224552,0.0101803604263567,1.09818261711928,5510,0,0
"{ORF1a.L3606F,ORF7a.V82A,S.G142D} => {S.T95I}",0.0236811638484008,0.998292985723153,0.0237216570556653,1.10048631007951,12866,0,0
